sample_id,image_path,image_filename,image_type_raw,image_type,nregistro,nombre,nombre_normalizado,principio_activo_texto,principio_activo_normalizado,num_principios_activos,codigo_atc_original,nombre_atc_original,nivel_atc_original,atc1_codigo,atc2_codigo,atc3_codigo,atc3_nombre,atc4_codigo,atc4_nombre,atc5_codigo,atc5_nombre,macroclase_15_codigo,macroclase_15_nombre,dosis,forma_farmaceutica,forma_farmaceutica_simplificada,via_administracion,labtitular,labcomercializador,cpresc,receta,generico,comerc,clase,split
69161_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/venlafaxina_retard_cinfamed_150_mg_capsulas_duras_de_liberac__69161__materialas__09514.jpg,venlafaxina_retard_cinfamed_150_mg_capsulas_duras_de_liberac__69161__materialas__09514.jpg,materialas,caja,69161,VENLAFAXINA RETARD CINFAMED 150 mg CAPSULAS DURAS DE LIBERACION PROLONGADA EFG,venlafaxina retard cinfamed 150 mg capsulas duras de liberacion prolongada efg,VENLAFAXINA  HIDROCLORURO,venlafaxina hidrocloruro,1,N06AX16,Venlafaxina,5,N,N06,N06A,ANTIDEPRESIVOS,N06AX,Otros antidepresivos,N06AX16,Venlafaxina,neurologia_psiquiatria,Neurología y psiquiatría,150 mg venlafaxina hidrocloruro,CÁPSULA DURA DE LIBERACIÓN PROLONGADA,CAPSULA LIBERACION MODIFICADA,VÍA ORAL,Laboratorios Cinfa S.A.,Laboratorios Cinfa S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Neurología y psiquiatría,train
69161_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/venlafaxina_retard_cinfamed_150_mg_capsulas_duras_de_liberac__69161__formafarmac__09515.jpg,venlafaxina_retard_cinfamed_150_mg_capsulas_duras_de_liberac__69161__formafarmac__09515.jpg,formafarmac,pastilla,69161,VENLAFAXINA RETARD CINFAMED 150 mg CAPSULAS DURAS DE LIBERACION PROLONGADA EFG,venlafaxina retard cinfamed 150 mg capsulas duras de liberacion prolongada efg,VENLAFAXINA  HIDROCLORURO,venlafaxina hidrocloruro,1,N06AX16,Venlafaxina,5,N,N06,N06A,ANTIDEPRESIVOS,N06AX,Otros antidepresivos,N06AX16,Venlafaxina,neurologia_psiquiatria,Neurología y psiquiatría,150 mg venlafaxina hidrocloruro,CÁPSULA DURA DE LIBERACIÓN PROLONGADA,CAPSULA LIBERACION MODIFICADA,VÍA ORAL,Laboratorios Cinfa S.A.,Laboratorios Cinfa S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Neurología y psiquiatría,train
69162_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/venlafaxina_retard_cinfamed_75_mg_capsulas_duras_de_liberaci__69162__materialas__09516.jpg,venlafaxina_retard_cinfamed_75_mg_capsulas_duras_de_liberaci__69162__materialas__09516.jpg,materialas,caja,69162,VENLAFAXINA RETARD CINFAMED 75 mg CAPSULAS DURAS DE LIBERACION PROLONGADA EFG,venlafaxina retard cinfamed 75 mg capsulas duras de liberacion prolongada efg,VENLAFAXINA  HIDROCLORURO,venlafaxina hidrocloruro,1,N06AX16,Venlafaxina,5,N,N06,N06A,ANTIDEPRESIVOS,N06AX,Otros antidepresivos,N06AX16,Venlafaxina,neurologia_psiquiatria,Neurología y psiquiatría,75 mg venlafaxina hirocloruro,CÁPSULA DURA DE LIBERACIÓN PROLONGADA,CAPSULA LIBERACION MODIFICADA,VÍA ORAL,Laboratorios Cinfa S.A.,Laboratorios Cinfa S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Neurología y psiquiatría,train
69162_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/venlafaxina_retard_cinfamed_75_mg_capsulas_duras_de_liberaci__69162__formafarmac__09517.jpg,venlafaxina_retard_cinfamed_75_mg_capsulas_duras_de_liberaci__69162__formafarmac__09517.jpg,formafarmac,pastilla,69162,VENLAFAXINA RETARD CINFAMED 75 mg CAPSULAS DURAS DE LIBERACION PROLONGADA EFG,venlafaxina retard cinfamed 75 mg capsulas duras de liberacion prolongada efg,VENLAFAXINA  HIDROCLORURO,venlafaxina hidrocloruro,1,N06AX16,Venlafaxina,5,N,N06,N06A,ANTIDEPRESIVOS,N06AX,Otros antidepresivos,N06AX16,Venlafaxina,neurologia_psiquiatria,Neurología y psiquiatría,75 mg venlafaxina hirocloruro,CÁPSULA DURA DE LIBERACIÓN PROLONGADA,CAPSULA LIBERACION MODIFICADA,VÍA ORAL,Laboratorios Cinfa S.A.,Laboratorios Cinfa S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Neurología y psiquiatría,train
89305_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/venlafaxina_retard_normogen_150_mg_capsulas_duras_de_liberac__89305__materialas__09518.jpg,venlafaxina_retard_normogen_150_mg_capsulas_duras_de_liberac__89305__materialas__09518.jpg,materialas,caja,89305,VENLAFAXINA RETARD NORMOGEN 150 MG CÁPSULAS DURAS DE LIBERACIÓN PROLONGADA EFG,venlafaxina retard normogen 150 mg capsulas duras de liberacion prolongada efg,VENLAFAXINA  HIDROCLORURO,venlafaxina hidrocloruro,1,N06AX16,Venlafaxina,5,N,N06,N06A,ANTIDEPRESIVOS,N06AX,Otros antidepresivos,N06AX16,Venlafaxina,neurologia_psiquiatria,Neurología y psiquiatría,150 mg,CÁPSULA DURA DE LIBERACIÓN PROLONGADA,CAPSULA LIBERACION MODIFICADA,VÍA ORAL,Laboratorios Normon S.A.,Laboratorios Normon S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Neurología y psiquiatría,train
89305_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/venlafaxina_retard_normogen_150_mg_capsulas_duras_de_liberac__89305__formafarmac__09519.jpg,venlafaxina_retard_normogen_150_mg_capsulas_duras_de_liberac__89305__formafarmac__09519.jpg,formafarmac,pastilla,89305,VENLAFAXINA RETARD NORMOGEN 150 MG CÁPSULAS DURAS DE LIBERACIÓN PROLONGADA EFG,venlafaxina retard normogen 150 mg capsulas duras de liberacion prolongada efg,VENLAFAXINA  HIDROCLORURO,venlafaxina hidrocloruro,1,N06AX16,Venlafaxina,5,N,N06,N06A,ANTIDEPRESIVOS,N06AX,Otros antidepresivos,N06AX16,Venlafaxina,neurologia_psiquiatria,Neurología y psiquiatría,150 mg,CÁPSULA DURA DE LIBERACIÓN PROLONGADA,CAPSULA LIBERACION MODIFICADA,VÍA ORAL,Laboratorios Normon S.A.,Laboratorios Normon S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Neurología y psiquiatría,train
89306_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/venlafaxina_retard_normogen_37_5_mg_capsulas_duras_de_libera__89306__materialas__09520.jpg,venlafaxina_retard_normogen_37_5_mg_capsulas_duras_de_libera__89306__materialas__09520.jpg,materialas,caja,89306,"VENLAFAXINA RETARD NORMOGEN 37,5 MG CÁPSULAS DURAS DE LIBERACIÓN PROLONGADA EFG",venlafaxina retard normogen 37 5 mg capsulas duras de liberacion prolongada efg,VENLAFAXINA  HIDROCLORURO,venlafaxina hidrocloruro,1,N06AX16,Venlafaxina,5,N,N06,N06A,ANTIDEPRESIVOS,N06AX,Otros antidepresivos,N06AX16,Venlafaxina,neurologia_psiquiatria,Neurología y psiquiatría,"37,5 mg",CÁPSULA DURA DE LIBERACIÓN PROLONGADA,CAPSULA LIBERACION MODIFICADA,VÍA ORAL,Laboratorios Normon S.A.,Laboratorios Normon S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Neurología y psiquiatría,train
89306_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/venlafaxina_retard_normogen_37_5_mg_capsulas_duras_de_libera__89306__formafarmac__09521.jpg,venlafaxina_retard_normogen_37_5_mg_capsulas_duras_de_libera__89306__formafarmac__09521.jpg,formafarmac,pastilla,89306,"VENLAFAXINA RETARD NORMOGEN 37,5 MG CÁPSULAS DURAS DE LIBERACIÓN PROLONGADA EFG",venlafaxina retard normogen 37 5 mg capsulas duras de liberacion prolongada efg,VENLAFAXINA  HIDROCLORURO,venlafaxina hidrocloruro,1,N06AX16,Venlafaxina,5,N,N06,N06A,ANTIDEPRESIVOS,N06AX,Otros antidepresivos,N06AX16,Venlafaxina,neurologia_psiquiatria,Neurología y psiquiatría,"37,5 mg",CÁPSULA DURA DE LIBERACIÓN PROLONGADA,CAPSULA LIBERACION MODIFICADA,VÍA ORAL,Laboratorios Normon S.A.,Laboratorios Normon S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Neurología y psiquiatría,train
89307_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/venlafaxina_retard_normogen_75_mg_capsulas_duras_de_liberaci__89307__materialas__09522.jpg,venlafaxina_retard_normogen_75_mg_capsulas_duras_de_liberaci__89307__materialas__09522.jpg,materialas,caja,89307,VENLAFAXINA RETARD NORMOGEN 75 MG CÁPSULAS DURAS DE LIBERACIÓN PROLONGADA EFG,venlafaxina retard normogen 75 mg capsulas duras de liberacion prolongada efg,VENLAFAXINA  HIDROCLORURO,venlafaxina hidrocloruro,1,N06AX16,Venlafaxina,5,N,N06,N06A,ANTIDEPRESIVOS,N06AX,Otros antidepresivos,N06AX16,Venlafaxina,neurologia_psiquiatria,Neurología y psiquiatría,75 mg,CÁPSULA DURA DE LIBERACIÓN PROLONGADA,CAPSULA LIBERACION MODIFICADA,VÍA ORAL,Laboratorios Normon S.A.,Laboratorios Normon S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Neurología y psiquiatría,train
89307_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/venlafaxina_retard_normogen_75_mg_capsulas_duras_de_liberaci__89307__formafarmac__09523.jpg,venlafaxina_retard_normogen_75_mg_capsulas_duras_de_liberaci__89307__formafarmac__09523.jpg,formafarmac,pastilla,89307,VENLAFAXINA RETARD NORMOGEN 75 MG CÁPSULAS DURAS DE LIBERACIÓN PROLONGADA EFG,venlafaxina retard normogen 75 mg capsulas duras de liberacion prolongada efg,VENLAFAXINA  HIDROCLORURO,venlafaxina hidrocloruro,1,N06AX16,Venlafaxina,5,N,N06,N06A,ANTIDEPRESIVOS,N06AX,Otros antidepresivos,N06AX16,Venlafaxina,neurologia_psiquiatria,Neurología y psiquiatría,75 mg,CÁPSULA DURA DE LIBERACIÓN PROLONGADA,CAPSULA LIBERACION MODIFICADA,VÍA ORAL,Laboratorios Normon S.A.,Laboratorios Normon S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Neurología y psiquiatría,train
84157_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/venlafaxina_retard_normon_225_mg_capsulas_duras_de_liberacio__84157__materialas__09524.jpg,venlafaxina_retard_normon_225_mg_capsulas_duras_de_liberacio__84157__materialas__09524.jpg,materialas,caja,84157,VENLAFAXINA RETARD NORMON 225 MG CAPSULAS DURAS DE LIBERACION PROLONGADA EFG,venlafaxina retard normon 225 mg capsulas duras de liberacion prolongada efg,VENLAFAXINA  HIDROCLORURO,venlafaxina hidrocloruro,1,N06AX16,Venlafaxina,5,N,N06,N06A,ANTIDEPRESIVOS,N06AX,Otros antidepresivos,N06AX16,Venlafaxina,neurologia_psiquiatria,Neurología y psiquiatría,225 mg,CÁPSULA DURA DE LIBERACIÓN PROLONGADA,CAPSULA LIBERACION MODIFICADA,VÍA ORAL,Laboratorios Normon S.A.,Laboratorios Normon S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Neurología y psiquiatría,train
84157_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/venlafaxina_retard_normon_225_mg_capsulas_duras_de_liberacio__84157__formafarmac__09525.jpg,venlafaxina_retard_normon_225_mg_capsulas_duras_de_liberacio__84157__formafarmac__09525.jpg,formafarmac,pastilla,84157,VENLAFAXINA RETARD NORMON 225 MG CAPSULAS DURAS DE LIBERACION PROLONGADA EFG,venlafaxina retard normon 225 mg capsulas duras de liberacion prolongada efg,VENLAFAXINA  HIDROCLORURO,venlafaxina hidrocloruro,1,N06AX16,Venlafaxina,5,N,N06,N06A,ANTIDEPRESIVOS,N06AX,Otros antidepresivos,N06AX16,Venlafaxina,neurologia_psiquiatria,Neurología y psiquiatría,225 mg,CÁPSULA DURA DE LIBERACIÓN PROLONGADA,CAPSULA LIBERACION MODIFICADA,VÍA ORAL,Laboratorios Normon S.A.,Laboratorios Normon S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Neurología y psiquiatría,train
84392_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/venlafaxina_retard_sandoz_150_mg_capsulas_duras_de_liberacio__84392__materialas__09526.jpg,venlafaxina_retard_sandoz_150_mg_capsulas_duras_de_liberacio__84392__materialas__09526.jpg,materialas,caja,84392,VENLAFAXINA RETARD SANDOZ 150 MG CAPSULAS DURAS DE LIBERACION PROLONGADA EFG,venlafaxina retard sandoz 150 mg capsulas duras de liberacion prolongada efg,VENLAFAXINA  HIDROCLORURO,venlafaxina hidrocloruro,1,N06AX16,Venlafaxina,5,N,N06,N06A,ANTIDEPRESIVOS,N06AX,Otros antidepresivos,N06AX16,Venlafaxina,neurologia_psiquiatria,Neurología y psiquiatría,150 mg,CÁPSULA DURA DE LIBERACIÓN PROLONGADA,CAPSULA LIBERACION MODIFICADA,VÍA ORAL,Sandoz Farmaceutica S.A.,Sandoz Farmaceutica S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Neurología y psiquiatría,train
84392_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/venlafaxina_retard_sandoz_150_mg_capsulas_duras_de_liberacio__84392__formafarmac__09527.jpg,venlafaxina_retard_sandoz_150_mg_capsulas_duras_de_liberacio__84392__formafarmac__09527.jpg,formafarmac,pastilla,84392,VENLAFAXINA RETARD SANDOZ 150 MG CAPSULAS DURAS DE LIBERACION PROLONGADA EFG,venlafaxina retard sandoz 150 mg capsulas duras de liberacion prolongada efg,VENLAFAXINA  HIDROCLORURO,venlafaxina hidrocloruro,1,N06AX16,Venlafaxina,5,N,N06,N06A,ANTIDEPRESIVOS,N06AX,Otros antidepresivos,N06AX16,Venlafaxina,neurologia_psiquiatria,Neurología y psiquiatría,150 mg,CÁPSULA DURA DE LIBERACIÓN PROLONGADA,CAPSULA LIBERACION MODIFICADA,VÍA ORAL,Sandoz Farmaceutica S.A.,Sandoz Farmaceutica S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Neurología y psiquiatría,train
84393_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/venlafaxina_retard_sandoz_225_mg_capsulas_duras_de_liberacio__84393__materialas__09528.jpg,venlafaxina_retard_sandoz_225_mg_capsulas_duras_de_liberacio__84393__materialas__09528.jpg,materialas,caja,84393,VENLAFAXINA RETARD SANDOZ 225 MG CAPSULAS DURAS DE LIBERACION PROLONGADA EFG,venlafaxina retard sandoz 225 mg capsulas duras de liberacion prolongada efg,VENLAFAXINA  HIDROCLORURO,venlafaxina hidrocloruro,1,N06AX16,Venlafaxina,5,N,N06,N06A,ANTIDEPRESIVOS,N06AX,Otros antidepresivos,N06AX16,Venlafaxina,neurologia_psiquiatria,Neurología y psiquiatría,225 mg,CÁPSULA DURA DE LIBERACIÓN PROLONGADA,CAPSULA LIBERACION MODIFICADA,VÍA ORAL,Sandoz Farmaceutica S.A.,Sandoz Farmaceutica S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Neurología y psiquiatría,train
84393_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/venlafaxina_retard_sandoz_225_mg_capsulas_duras_de_liberacio__84393__formafarmac__09529.jpg,venlafaxina_retard_sandoz_225_mg_capsulas_duras_de_liberacio__84393__formafarmac__09529.jpg,formafarmac,pastilla,84393,VENLAFAXINA RETARD SANDOZ 225 MG CAPSULAS DURAS DE LIBERACION PROLONGADA EFG,venlafaxina retard sandoz 225 mg capsulas duras de liberacion prolongada efg,VENLAFAXINA  HIDROCLORURO,venlafaxina hidrocloruro,1,N06AX16,Venlafaxina,5,N,N06,N06A,ANTIDEPRESIVOS,N06AX,Otros antidepresivos,N06AX16,Venlafaxina,neurologia_psiquiatria,Neurología y psiquiatría,225 mg,CÁPSULA DURA DE LIBERACIÓN PROLONGADA,CAPSULA LIBERACION MODIFICADA,VÍA ORAL,Sandoz Farmaceutica S.A.,Sandoz Farmaceutica S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Neurología y psiquiatría,train
84220_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/venlafaxina_retard_sandoz_75_mg_capsulas_duras_de_liberacion__84220__materialas__09530.jpg,venlafaxina_retard_sandoz_75_mg_capsulas_duras_de_liberacion__84220__materialas__09530.jpg,materialas,caja,84220,VENLAFAXINA RETARD SANDOZ 75 MG CAPSULAS DURAS DE LIBERACION PROLONGADA EFG,venlafaxina retard sandoz 75 mg capsulas duras de liberacion prolongada efg,VENLAFAXINA  HIDROCLORURO,venlafaxina hidrocloruro,1,N06AX16,Venlafaxina,5,N,N06,N06A,ANTIDEPRESIVOS,N06AX,Otros antidepresivos,N06AX16,Venlafaxina,neurologia_psiquiatria,Neurología y psiquiatría,75 mg,CÁPSULA DURA DE LIBERACIÓN PROLONGADA,CAPSULA LIBERACION MODIFICADA,VÍA ORAL,Sandoz Farmaceutica S.A.,Sandoz Farmaceutica S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Neurología y psiquiatría,train
84220_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/venlafaxina_retard_sandoz_75_mg_capsulas_duras_de_liberacion__84220__formafarmac__09531.jpg,venlafaxina_retard_sandoz_75_mg_capsulas_duras_de_liberacion__84220__formafarmac__09531.jpg,formafarmac,pastilla,84220,VENLAFAXINA RETARD SANDOZ 75 MG CAPSULAS DURAS DE LIBERACION PROLONGADA EFG,venlafaxina retard sandoz 75 mg capsulas duras de liberacion prolongada efg,VENLAFAXINA  HIDROCLORURO,venlafaxina hidrocloruro,1,N06AX16,Venlafaxina,5,N,N06,N06A,ANTIDEPRESIVOS,N06AX,Otros antidepresivos,N06AX16,Venlafaxina,neurologia_psiquiatria,Neurología y psiquiatría,75 mg,CÁPSULA DURA DE LIBERACIÓN PROLONGADA,CAPSULA LIBERACION MODIFICADA,VÍA ORAL,Sandoz Farmaceutica S.A.,Sandoz Farmaceutica S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Neurología y psiquiatría,train
69151_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/venlafaxina_retard_stada_150_mg_capsulas_duras_de_liberacion__69151__materialas__09532.jpg,venlafaxina_retard_stada_150_mg_capsulas_duras_de_liberacion__69151__materialas__09532.jpg,materialas,caja,69151,VENLAFAXINA RETARD STADA 150 mg CAPSULAS DURAS DE LIBERACION PROLONGADA EFG,venlafaxina retard stada 150 mg capsulas duras de liberacion prolongada efg,VENLAFAXINA  HIDROCLORURO,venlafaxina hidrocloruro,1,N06AX16,Venlafaxina,5,N,N06,N06A,ANTIDEPRESIVOS,N06AX,Otros antidepresivos,N06AX16,Venlafaxina,neurologia_psiquiatria,Neurología y psiquiatría,150 mg venlafaxina hidrocloruro,CÁPSULA DURA DE LIBERACIÓN PROLONGADA,CAPSULA LIBERACION MODIFICADA,VÍA ORAL,Laboratorio Stada S.L.,Laboratorio Stada S.L.,Medicamento Sujeto A Prescripción Médica,True,True,True,Neurología y psiquiatría,test
69151_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/venlafaxina_retard_stada_150_mg_capsulas_duras_de_liberacion__69151__formafarmac__09533.jpg,venlafaxina_retard_stada_150_mg_capsulas_duras_de_liberacion__69151__formafarmac__09533.jpg,formafarmac,pastilla,69151,VENLAFAXINA RETARD STADA 150 mg CAPSULAS DURAS DE LIBERACION PROLONGADA EFG,venlafaxina retard stada 150 mg capsulas duras de liberacion prolongada efg,VENLAFAXINA  HIDROCLORURO,venlafaxina hidrocloruro,1,N06AX16,Venlafaxina,5,N,N06,N06A,ANTIDEPRESIVOS,N06AX,Otros antidepresivos,N06AX16,Venlafaxina,neurologia_psiquiatria,Neurología y psiquiatría,150 mg venlafaxina hidrocloruro,CÁPSULA DURA DE LIBERACIÓN PROLONGADA,CAPSULA LIBERACION MODIFICADA,VÍA ORAL,Laboratorio Stada S.L.,Laboratorio Stada S.L.,Medicamento Sujeto A Prescripción Médica,True,True,True,Neurología y psiquiatría,test
69152_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/venlafaxina_retard_stada_75_mg_capsulas_duras_de_liberacion__69152__materialas__09534.jpg,venlafaxina_retard_stada_75_mg_capsulas_duras_de_liberacion__69152__materialas__09534.jpg,materialas,caja,69152,VENLAFAXINA RETARD STADA 75 mg CAPSULAS DURAS DE LIBERACION PROLONGADA EFG,venlafaxina retard stada 75 mg capsulas duras de liberacion prolongada efg,VENLAFAXINA  HIDROCLORURO,venlafaxina hidrocloruro,1,N06AX16,Venlafaxina,5,N,N06,N06A,ANTIDEPRESIVOS,N06AX,Otros antidepresivos,N06AX16,Venlafaxina,neurologia_psiquiatria,Neurología y psiquiatría,75 mg venlafaxina hidrocloruro,CÁPSULA DURA DE LIBERACIÓN PROLONGADA,CAPSULA LIBERACION MODIFICADA,VÍA ORAL,Laboratorio Stada S.L.,Laboratorio Stada S.L.,Medicamento Sujeto A Prescripción Médica,True,True,True,Neurología y psiquiatría,test
69152_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/venlafaxina_retard_stada_75_mg_capsulas_duras_de_liberacion__69152__formafarmac__09535.jpg,venlafaxina_retard_stada_75_mg_capsulas_duras_de_liberacion__69152__formafarmac__09535.jpg,formafarmac,pastilla,69152,VENLAFAXINA RETARD STADA 75 mg CAPSULAS DURAS DE LIBERACION PROLONGADA EFG,venlafaxina retard stada 75 mg capsulas duras de liberacion prolongada efg,VENLAFAXINA  HIDROCLORURO,venlafaxina hidrocloruro,1,N06AX16,Venlafaxina,5,N,N06,N06A,ANTIDEPRESIVOS,N06AX,Otros antidepresivos,N06AX16,Venlafaxina,neurologia_psiquiatria,Neurología y psiquiatría,75 mg venlafaxina hidrocloruro,CÁPSULA DURA DE LIBERACIÓN PROLONGADA,CAPSULA LIBERACION MODIFICADA,VÍA ORAL,Laboratorio Stada S.L.,Laboratorio Stada S.L.,Medicamento Sujeto A Prescripción Médica,True,True,True,Neurología y psiquiatría,test
82453_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/venlafaxina_retard_stadagen_225_mg_capsulas_duras_de_liberac__82453__materialas__09536.jpg,venlafaxina_retard_stadagen_225_mg_capsulas_duras_de_liberac__82453__materialas__09536.jpg,materialas,caja,82453,VENLAFAXINA RETARD STADAGEN 225 MG CAPSULAS DURAS DE LIBERACION PROLONGADA EFG,venlafaxina retard stadagen 225 mg capsulas duras de liberacion prolongada efg,VENLAFAXINA  HIDROCLORURO,venlafaxina hidrocloruro,1,N06AX16,Venlafaxina,5,N,N06,N06A,ANTIDEPRESIVOS,N06AX,Otros antidepresivos,N06AX16,Venlafaxina,neurologia_psiquiatria,Neurología y psiquiatría,225 mg,CÁPSULA DURA DE LIBERACIÓN PROLONGADA,CAPSULA LIBERACION MODIFICADA,VÍA ORAL,Laboratorio Stada S.L.,Laboratorio Stada S.L.,Medicamento Sujeto A Prescripción Médica,True,True,True,Neurología y psiquiatría,test
82453_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/venlafaxina_retard_stadagen_225_mg_capsulas_duras_de_liberac__82453__formafarmac__09537.jpg,venlafaxina_retard_stadagen_225_mg_capsulas_duras_de_liberac__82453__formafarmac__09537.jpg,formafarmac,pastilla,82453,VENLAFAXINA RETARD STADAGEN 225 MG CAPSULAS DURAS DE LIBERACION PROLONGADA EFG,venlafaxina retard stadagen 225 mg capsulas duras de liberacion prolongada efg,VENLAFAXINA  HIDROCLORURO,venlafaxina hidrocloruro,1,N06AX16,Venlafaxina,5,N,N06,N06A,ANTIDEPRESIVOS,N06AX,Otros antidepresivos,N06AX16,Venlafaxina,neurologia_psiquiatria,Neurología y psiquiatría,225 mg,CÁPSULA DURA DE LIBERACIÓN PROLONGADA,CAPSULA LIBERACION MODIFICADA,VÍA ORAL,Laboratorio Stada S.L.,Laboratorio Stada S.L.,Medicamento Sujeto A Prescripción Médica,True,True,True,Neurología y psiquiatría,test
